ano;sigla_uf;rede;diretoria;id_municipio;prop_aprovados_anos_inciais_ef;prop_reprovados_anos_iniciais_ef;prop_abandono_anos_iniciais_ef;prop_aprovados_anos_finais_ef;prop_reprovados_anos_finais_ef;prop_abandono_anos_finais_ef;prop_aprovados_em;prop_reprovados_em;prop_abandono_em
2011;SP;;;3538907;97.97571;1.619433;0.4048583;95.90697;1.209302;2.883721;90.65868;3.473054;5.868263
2011;SP;;;3539400;0;0;0;98.31547;0.7656968;0.9188361;95.41985;4.580153;0
2011;SP;;;3541109;86.15385;13.84615;0;96.65427;0.7434945;2.602231;83.43195;10.05917;6.508876
2011;SP;;;3542503;0;0;0;98.72205;0.6389776;0.6389776;97.66082;0.5847953;1.754386
2011;SP;;;3555505;0;0;0;98.57652;1.067616;0.3558719;98.91304;1.086957;0
2011;SP;;;3506409;0;0;0;86.8932;9.223301;3.883495;80.14185;14.1844;5.673759
2011;SP;;;3506508;96.77419;3.225806;0;93.05103;4.885993;2.062975;85.07298;8.565134;6.361884
2011;SP;;;3507753;0;0;0;94.39252;5.607477;0;88.18898;11.81102;0
2011;SP;;;3508108;0;0;0;97.64706;2.352941;0;91.20689;8.793103;0
2011;SP;;;3512506;0;0;0;98.63946;1.360544;0;86.34146;5.365854;8.292683
2011;SP;;;3516507;0;0;0;100;0;0;100;0;0
2011;SP;;;3517109;0;0;0;84.375;15.625;0;71.22302;28.77698;0
2011;SP;;;3527256;0;0;0;98.78049;0;1.219512;92.92929;6.060606;1.010101
2011;SP;;;3537701;0;0;0;94.33962;4.402516;1.257862;92.11618;2.489627;5.394191
2011;SP;;;3555208;0;0;0;98.09524;1.904762;0;87.37864;12.62136;0
2011;SP;;;3502309;0;0;0;0;0;0;84.51883;12.97071;2.51046
2011;SP;;;3503604;0;0;0;0;0;0;84.34782;7.608696;8.043478
2011;SP;;;3506904;97.05882;2.941176;0;84.9624;12.78195;2.255639;86.25731;1.754386;11.9883
2011;SP;;;3507506;0;0;0;78.451;16.38567;5.16333;75.3278;16.77816;7.894032
2011;SP;;;3511607;0;0;0;0;0;0;79.61165;9.87055;10.5178
2011;SP;;;3512308;88.04348;11.95652;0;88;5;7;72.42719;13.00971;14.56311
2011;SP;;;3523503;0;0;0;87.84194;7.598784;4.55927;81.88623;7.63473;10.47904
2011;SP;;;3526407;0;0;0;77.65958;20.21277;2.12766;74.95463;18.14882;6.896552
2011;SP;;;3536109;0;0;0;0;0;0;72.55639;27.44361;0
2011;SP;;;3537503;0;0;0;89.55824;10.44177;0;82.31047;17.68953;0
2011;SP;;;3540507;0;0;0;88.46154;11.53846;0;80.25079;19.74922;0
2011;SP;;;3541059;0;0;0;96.24413;3.755868;0;82.74648;14.43662;2.816901
2011;SP;;;3541653;0;0;0;0;0;0;76.19048;6.802721;17.0068
2011;SP;;;3550100;0;0;0;86.14565;10.12433;3.730018;82.26601;9.922589;7.8114
2011;SP;;;3554656;0;0;0;92;8;0;78.37838;21.62162;0
2011;SP;;;3504107;94.35484;5.645161;0;92.16973;5.685148;2.145118;81.55963;14.40367;4.036697
2011;SP;;;3507100;0;0;0;89.4465;10.55351;0;78.80434;21.19565;0
2011;SP;;;3507605;88.18182;11.81818;0;90.48943;9.232629;0.2779456;78.30718;21.16986;0.5229518
2011;SP;;;3525508;0;0;0;0;0;0;79.01234;9.135802;11.85185
2011;SP;;;3532009;0;0;0;88.73239;11.26761;0;78.50467;14.25234;7.24299
2011;SP;;;3532405;93.58974;6.410256;0;90.27895;7.269653;2.451395;80.74074;14.22222;5.037037
2011;SP;;;3536802;0;0;0;0;0;0;89.87342;4.64135;5.485232
2011;SP;;;3538204;0;0;0;0;0;0;77.77778;22.22222;0
2011;SP;;;3538600;0;0;0;94.77304;4.057772;1.169188;85.92677;6.750572;7.322654
2011;SP;;;3552106;88.11881;11.88119;0;92.55441;6.872852;0.5727377;80.80986;15.84507;3.34507
