ano;sigla_uf;rede;diretoria;id_municipio;prop_aprovados_anos_inciais_ef;prop_reprovados_anos_iniciais_ef;prop_abandono_anos_iniciais_ef;prop_aprovados_anos_finais_ef;prop_reprovados_anos_finais_ef;prop_abandono_anos_finais_ef;prop_aprovados_em;prop_reprovados_em;prop_abandono_em
2011;SP;;;3547403;0;0;0;9852941;0;1470588;9247312;6451613;1075269
2011;SP;;;3547650;1000;0;0;989899;0;1010101;9655173;3448276;0
2011;SP;;;3547205;1000;0;0;9863013;0;1369863;9130434;6521739;2173913
2011;SP;;;3549003;8703704;1296296;0;98125;1875;0;8598131;1401869;0
2011;SP;;;3552551;0;0;0;995671;4329004;0;9784173;2158273;0
2011;SP;;;3554904;0;0;0;9090909;9090909;0;9015544;984456;0
2011;SP;;;3555802;925;75;0;9827586;1724138;0;8936877;1063123;0
2011;SP;;;3556958;962963;3703704;0;9565218;4347826;0;780;200;20
2011;SP;;;3505203;0;0;0;9009288;8978328;9287926;8730965;9847715;284264
2011;SP;;;3505302;0;0;0;9515689;4843111;0;8807242;1160809;3194888
2011;SP;;;3506805;0;0;0;8540372;1459627;0;8547215;1452785;0
2011;SP;;;3507308;0;0;0;9140272;7239819;1357466;8414634;1280488;304878
2011;SP;;;3507456;0;0;0;0;0;0;7272727;2396694;3305785
2011;SP;;;3507902;0;0;0;8563327;2646503;1172023;6830466;1081081;2088452
2011;SP;;;3514106;0;0;0;888421;1473684;9684211;8708334;4166667;125
2011;SP;;;3520004;0;0;0;9241135;5815603;177305;789864;1297899;8034611
2011;SP;;;3522000;0;0;0;9449541;4587156;9174312;9090909;8333333;7575758
2011;SP;;;3522901;0;0;0;8311688;961039;7272727;7445255;1532847;1021898
2011;SP;;;3525300;0;0;0;9317242;462069;2206897;8653947;5959226;7501307
2011;SP;;;3528007;0;0;0;9934641;4668534;1867414;976912;1154401;1154401
2011;SP;;;3529807;0;0;0;9794801;1367989;1915185;9102296;6680584;2296451
2011;SP;;;3536703;0;0;0;9536749;3786191;8463252;8474577;124092;2845036
2011;SP;;;3554706;9708029;2919708;0;9094736;8421053;8210526;9081967;1639344;7540984
2011;SP;;;3500204;0;0;0;0;0;0;9808917;0;1910828
2011;SP;;;3504800;0;0;0;9606987;1746725;2183406;8618619;2702703;1111111
2011;SP;;;3521507;0;0;0;9034483;3908046;5747127;8636364;7575758;6060606
2011;SP;;;3524501;0;0;0;989418;1058201;0;95671;3896104;4329004
2011;SP;;;3525706;9578059;4219409;0;9532794;3414196;1257862;7758463;1390668;8508692
2011;SP;;;3529500;0;0;0;9885058;1149425;0;8418367;1581633;0
2011;SP;;;3530300;0;0;0;9502599;4342984;6310319;9263393;5970982;1395089
2011;SP;;;3531407;0;0;0;9668508;2209945;1104972;790146;1569343;5291971
2011;SP;;;3532504;0;0;0;1000;0;0;9855073;1449275;0
